48	1
899	1
6781	1
10097	1
100	2
199	2
410	2
621	2
664	2
1112	2
1375	2
1432	2
1506	2
1764	2
1813	2
2025	2
2244	2
2745	2
2799	2
3064	2
3180	2
3333	2
3408	2
3436	2
3644	2
3804	2
3843	2
4049	2
4544	2
4654	2
4956	2
4983	2
5015	2
5842	2
5881	2
5939	2
6113	2
6413	2
6712	2
6754	2
7064	2
7242	2
7602	2
8053	2
8178	2
8513	2
8575	2
8858	2
8946	2
8952	2
8972	2
9225	2
9338	2
9400	2
9462	2
9603	2
9768	2
9926	2
9950	2
9999	2
10127	2
10147	2
10193	2
10199	2
10341	2
10620	2
10670	2
10732	2
10776	2
10900	2
11060	2
11363	2
11536	2
11698	2
11705	2
11769	2
11818	2
12158	2
12172	2
12479	2
13369	2
13510	2
13620	2
13757	2
14332	2
14458	2
14538	2
14676	2
15222	2
15245	2
15250	2
5459	3
14	4
18	4
27	4
36	4
52	4
65	4
72	4
74	4
95	4
108	4
117	4
141	4
145	4
208	4
209	4
225	4
243	4
254	4
270	4
272	4
305	4
314	4
321	4
345	4
356	4
393	4
449	4
505	4
516	4
524	4
526	4
555	4
564	4
568	4
577	4
583	4
648	4
661	4
686	4
697	4
703	4
728	4
737	4
766	4
852	4
864	4
887	4
920	4
923	4
977	4
990	4
996	4
1043	4
1078	4
1083	4
1084	4
1087	4
1097	4
1118	4
1141	4
1198	4
1289	4
1307	4
1317	4
1330	4
1375	4
1409	4
1435	4
1499	4
1513	4
1529	4
1538	4
1545	4
1572	4
1580	4
1644	4
1658	4
1824	4
1830	4
1842	4
1881	4
1928	4
1936	4
1951	4
1952	4
1962	4
1975	4
1995	4
2004	4
2024	4
2025	4
2044	4
2050	4
2057	4
2082	4
2089	4
2090	4
2098	4
2110	4
2143	4
2155	4
2157	4
2289	4
2359	4
2371	4
2373	4
2381	4
2405	4
2429	4
2451	4
2498	4
2511	4
2534	4
2539	4
2568	4
2580	4
2581	4
2599	4
2601	4
2609	4
2670	4
2678	4
2680	4
2718	4
2725	4
2745	4
2782	4
2785	4
2794	4
2850	4
2859	4
2908	4
2979	4
3010	4
3032	4
3085	4
3113	4
3177	4
3179	4
3203	4
3205	4
3212	4
3217	4
3294	4
3306	4
3354	4
3362	4
3387	4
3404	4
3434	4
3440	4
3468	4
3471	4
3485	4
3533	4
3569	4
3577	4
3603	4
3621	4
3633	4
3650	4
