507	1
1589	1
5307	1
11421	1
13267	1
20571	1
1205	2
2631	2
8114	2
10429	2
15442	2
17464	2
19399	2
19991	2
20371	2
22113	2
23687	2
698	3
2541	3
4043	3
4782	3
5250	3
5737	3
8017	3
8114	3
8291	3
8776	3
8891	3
8895	3
9115	3
9988	3
11176	3
11238	3
11450	3
11658	3
11661	3
12184	3
12731	3
13156	3
13384	3
13591	3
13822	3
14150	3
15021	3
15067	3
15465	3
15492	3
15802	3
16027	3
16092	3
16273	3
18168	3
18804	3
19166	3
19399	3
19991	3
20037	3
21055	3
21128	3
21335	3
21392	3
21487	3
22113	3
22730	3
22982	3
2178	4
2685	4
2694	4
4821	4
4920	4
8731	4
9616	4
10344	4
11092	4
11901	4
12735	4
13322	4
13794	4
14066	4
16027	4
16218	4
16502	4
17724	4
19116	4
19556	4
20642	4
20750	4
21638	4
23559	4
2770	5
4722	5
5219	5
5366	5
5742	5
8114	5
8299	5
10974	5
11222	5
15442	5
16027	5
17247	5
19399	5
19991	5
20137	5
22113	5
22949	5
23769	5
19399	6
13822	7
14369	7
356	8
1798	8
2008	8
2285	8
3402	8
5297	8
5829	8
5938	8
7824	8
9638	8
12720	8
13027	8
15358	8
15637	8
16390	8
20542	8
21359	8
22521	8
22819	8
23204	8
23630	8
5	9
2912	9
5219	9
8114	9
11370	9
16027	9
16028	9
16629	9
17247	9
19399	9
19991	9
22113	9
429	10
488	10
612	10
665	10
1210	10
1377	10
1683	10
2379	10
2685	10
3441	10
3671	10
4338	10
4771	10
4814	10
5272	10
5315	10
7157	10
7434	10
8263	10
8332	10
8545	10
8571	10
8896	10
9885	10
10357	10
10493	10
10921	10
10945	10
10959	10
11081	10
11088	10
11451	10
11601	10
11655	10
11956	10
13073	10
13184	10
13526	10
13715	10
13730	10
13874	10
14626	10
14780	10
15624	10
16092	10
16111	10
16596	10
16629	10
16907	10
17534	10
17621	10
17983	10
18314	10
19036	10
19317	10
20386	10
20762	10
21389	10
21658	10
22072	10
22100	10
22602	10
23687	10
23790	10
6048	11
948	12
2327	12
19991	12
22949	12
164	13
4773	13
5537	13
5742	13
7698	13
7759	13
8114	13
10156	13
10974	13
11222	13
13240	13
15477	13
16027	13
16561	13
16629	13
17247	13
18648	13
19174	13
19399	13
19991	13
20264	13
20332	13
21128	13
472	14
527	14
543	14
862	14
975	14
1133	14
1247	14
1473	14
1508	14
1518	14
1645	14
1893	14
1943	14
2080	14
2090	14
2345	14
2406	14
2574	14
2652	14
2676	14
3086	14
3120	14
3178	14
3194	14
3274	14
3691	14
3712	14
4108	14
4118	14
4198	14
4339	14
4522	14
4523	14
4688	14
4933	14
5270	14
5471	14
5578	14
5580	14
5597	14
5781	14
5826	14
6036	14
6118	14
6208	14
6561	14
6717	14
6838	14
6884	14
7211	14
7282	14
7540	14
7720	14
7735	14
8243	14
8435	14
8461	14
8914	14
9079	14
9126	14
9138	14
9146	14
9309	14
9395	14
9397	14
9473	14
9647	14
9799	14
9890	14
10075	14
10289	14
10331	14
10402	14
10891	14
11081	14
11218	14
11243	14
11261	14
11264	14
11365	14
11375	14
11421	14
11575	14
11848	14
11869	14
11950	14
12057	14
12231	14
12247	14
12333	14
12466	14
12568	14
12579	14
12632	14
12888	14
13252	14
13278	14
13287	14
13858	14
14065	14
14169	14
14173	14
14513	14
14523	14
14727	14
14977	14
15088	14
15535	14
15611	14
15667	14
15704	14
15846	14
16007	14
